customer_id,credit_score,country,gender,age,balance,products_number,tenure,credit_card,active_member,estimated_salary,high_balance_flag,low_activity_risk,salary_balance_ratio,churn
15638424,661,Germany,Female,35,150725.53,2,five,0,1,113656.85,1,0,1.326145586,0
15755648,675,France,Female,21,98373.26,1,eight,1,0,18203,0,1,5.404233368,0
15703793,738,Germany,Male,58,133745.44,4,two,1,0,28373.86,1,0,4.713685061,1
15620344,813,France,Male,29,0,1,six,1,0,33953.87,0,1,0,0
15812518,657,Spain,Female,37,163607.18,1,zero,0,1,44203.55,1,0,3.701222639,0
15779052,604,Germany,Female,25,157780.84,2,five,1,1,58426.81,1,0,2.700486985,0
15770811,519,France,Male,36,0,2,nine,0,1,145562.4,0,0,0,0
15780961,735,France,Female,21,178718.19,2,one,1,0,22388,1,0,7.982767107,0
15614049,664,France,Male,55,0,2,eight,1,1,139161.64,0,0,0,0
15662085,678,France,Female,32,0,1,nine,1,1,148210.64,0,0,0,0
15575185,757,Spain,Male,33,77253.22,1,five,0,1,194239.63,0,0,0.397721207,0
15803136,416,Germany,Female,41,122189.66,2,ten,1,0,98301.61,1,0,1.243007719,0
15706021,665,France,Female,34,96645.54,2,one,0,0,171413.66,0,0,0.563814692,0
15663706,777,France,Female,32,0,1,two,1,0,136458.19,0,1,0,1
15641732,543,France,Female,36,0,2,three,0,0,26019.59,0,0,0,0
15701164,506,France,Female,34,90307.62,1,four,1,1,159235.29,0,0,0.567133203,0
15738751,493,France,Female,46,0,2,four,1,0,1907.66,0,0,0,0
15805254,652,Spain,Female,75,0,2,ten,1,1,114675.75,0,0,0,0
15762418,750,Spain,Male,22,121681.82,1,three,1,0,128643.35,1,1,0.945885038,1
15625759,729,France,Male,30,0,2,nine,1,0,151869.35,0,0,0,0
15622897,646,France,Female,46,0,3,four,1,0,93251.42,0,0,0,1
15767954,635,Germany,Female,28,81623.67,2,three,1,1,156791.36,0,0,0.520587805,0
15757535,647,Spain,Female,44,0,3,five,1,1,174205.22,0,0,0,1
15731511,808,France,Male,45,118626.55,2,seven,1,0,147132.46,1,0,0.806256825,0
15809248,524,France,Female,36,0,2,ten,1,0,109614.57,0,0,0,0
15640635,769,France,Male,29,0,2,eight,1,1,172290.61,0,0,0,0
15676966,730,Spain,Male,42,0,2,four,0,1,85982.47,0,0,0,0
15699461,515,Spain,Male,35,176273.95,1,ten,0,1,121277.78,1,0,1.453472763,0
15738721,773,Spain,Male,41,102827.44,1,nine,0,1,64595.25,1,0,1.591873087,0
15693683,814,Germany,Male,29,97086.4,2,eight,1,1,197276.13,0,0,0.492134553,0
15604348,710,Spain,Male,22,0,2,eight,0,0,99645.04,0,0,0,0
15633059,413,France,Male,34,0,2,nine,0,0,6534.18,0,0,0,0
15808582,665,France,Female,40,0,1,six,1,1,161848.03,0,0,0,0
15743192,623,France,Female,44,0,2,six,0,0,167162.43,0,0,0,0
15580146,738,France,Male,31,82674.15,1,nine,1,0,41970.72,0,1,1.969805379,0
15776605,528,Spain,Male,36,0,2,seven,1,0,60536.56,0,0,0,0
15804919,670,Spain,Female,65,0,1,one,1,1,177655.68,0,0,0,1
15613854,622,Spain,Female,46,107073.27,2,four,1,1,30984.59,1,0,3.455694266,1
15599195,582,Germany,Male,32,88938.62,1,one,1,1,10054.53,0,0,8.845626797,0
15812878,785,Germany,Female,36,99806.85,1,two,0,1,36976.52,0,0,2.699195327,0
15602312,605,Spain,Male,33,150092.8,1,five,0,0,71862.79,1,1,2.08860246,0
15744689,479,Germany,Male,35,92833.89,1,nine,1,0,99449.86,0,1,0.933474316,1
15803526,685,Germany,Male,30,90536.81,1,three,0,1,63082.88,0,0,1.435204131,0
15665790,538,Germany,Male,39,108055.1,2,seven,1,0,27231.26,1,0,3.968053627,0
15715951,562,France,Male,42,100238.35,1,two,0,0,86797.41,1,1,1.15485416,0
15591100,675,Spain,Male,36,106190.55,1,nine,0,1,22994.32,1,0,4.61812091,0
15609618,721,Germany,Male,28,154475.54,2,nine,0,1,101300.94,1,0,1.524917143,1
15675522,628,Germany,Female,30,132351.29,2,nine,1,1,74169.13,1,0,1.784452507,0
15705512,668,Germany,Female,37,167864.4,1,six,1,0,115638.29,1,1,1.451633365,0
15698028,506,France,Female,41,0,2,one,1,0,31766.3,0,0,0,0
15661670,524,Germany,Female,31,107818.63,1,eight,1,0,199725.39,1,1,0.53983437,1
15600781,699,Germany,Male,34,185173.81,2,four,1,0,120834.48,1,0,1.532458368,0
15682472,828,France,Male,34,129433.34,2,eight,0,0,38131.77,1,0,3.394370101,0
15580203,674,Spain,Male,39,120193.42,1,six,0,0,100130.95,1,1,1.200362326,0
15690673,656,France,Female,39,0,2,six,1,0,141069.88,0,0,0,0
15760085,684,Germany,Female,48,126384.42,1,ten,1,1,198129.36,1,0,0.637888398,0
15779659,625,France,Female,28,0,1,three,0,0,183646.41,0,1,0,0
15627360,432,France,Male,42,152603.45,1,nine,1,0,110265.24,1,1,1.383966969,1
15671137,549,France,Female,52,0,1,one,0,1,8636.05,0,0,0,1
15782688,625,Germany,Male,56,148507.24,1,zero,1,0,46824.08,1,1,3.171599741,1
15575492,828,France,Female,41,0,2,seven,1,0,171378.77,0,0,0,0
15591607,770,France,Male,24,101827.07,1,nine,1,0,167256.35,1,1,0.608808395,0
15740404,758,France,Female,34,0,2,three,1,1,124226.16,0,0,0,0
15718369,795,Germany,Female,33,130862.43,1,nine,1,1,114935.21,1,0,1.138575638,0
15677871,687,France,Male,38,122570.87,1,nine,1,1,35608.88,1,0,3.442143364,0
15642004,686,France,Male,25,0,2,one,0,1,16459.37,0,0,0,0
15712543,789,Germany,Male,39,124828.46,2,seven,1,1,124411.08,1,0,1.003354846,0
15584518,589,Germany,Female,50,144895.05,2,five,1,1,34941.23,1,0,4.146821677,0
15802381,461,Germany,Female,34,63663.93,1,five,0,1,167784.28,0,0,0.379439182,0
15610156,637,France,Male,40,133463.1,1,two,0,1,93165.34,1,0,1.432540256,0
15594408,584,Spain,Female,48,213146.2,1,two,1,0,75161.25,1,1,2.835852251,1
15640905,579,Spain,Female,35,129490.36,2,one,0,1,8590.83,1,0,15.07309073,1
15698932,756,Germany,Male,44,137452.09,1,ten,1,0,189543.9,1,1,0.725172849,0
15724944,663,France,Male,34,0,2,seven,1,1,180427.24,0,0,0,0
15628145,682,France,Female,43,125851.93,1,five,1,1,193318.33,1,0,0.651008779,0
15713483,793,Spain,Male,52,0,1,two,1,0,159123.82,0,1,0,1
15612350,691,France,Female,31,40915.55,1,five,1,0,126213.84,0,1,0.324176414,1
15800703,485,Spain,Female,21,113157.22,1,five,1,1,54141.5,1,0,2.090027428,0
15705707,635,Spain,Female,29,138296.94,2,eight,1,0,141075.51,1,0,0.980304377,0
15754105,650,France,Male,37,106967.18,1,five,0,0,24495.03,1,1,4.366893202,0
15703264,735,France,Male,44,120681.63,1,nine,1,0,74836.34,1,1,1.612607324,0
15794413,416,France,Male,32,0,2,zero,0,1,878.87,0,0,0,0
15650237,754,Spain,Female,32,0,2,seven,1,0,89520.75,0,0,0,0
15759618,535,France,Female,48,0,1,nine,1,0,149892.79,0,1,0,1
15811589,716,Spain,Male,42,0,2,eight,1,0,180800.42,0,0,0,0
15689044,539,France,Male,37,127609.59,1,two,1,0,98646.22,1,1,1.293608513,0
15709368,614,France,Female,43,0,2,six,1,1,109041.53,0,0,0,0
15679145,706,Spain,Male,57,0,1,seven,1,0,17941.16,0,1,0,1
15655007,758,France,Female,33,0,2,seven,0,0,82996.47,0,0,0,0
15623595,586,Spain,Female,28,0,2,two,1,1,92067.35,0,0,0,0
15589975,646,France,Female,73,97259.25,1,six,0,1,104719.66,0,0,0.928758268,0
15804017,631,Germany,Female,33,123246.7,1,four,0,0,112687.57,1,1,1.093702704,0
15692132,717,Spain,Female,22,101060.25,1,six,0,1,84699.56,1,0,1.193161452,0
15641122,684,France,Male,30,0,2,two,1,0,83473.82,0,0,0,0
15630910,800,France,Female,49,108007.36,1,seven,0,0,47125.11,1,1,2.291928019,0
15680772,721,Spain,Female,36,0,2,two,1,1,106977.8,0,0,0,0
15658929,683,Spain,Male,29,133702.89,1,zero,1,0,55582.54,1,1,2.405483628,1
15585388,660,Germany,Male,31,125189.75,2,nine,1,1,139874.43,1,0,0.895015265,0
15724623,704,Germany,Female,24,113034.22,1,seven,1,0,162503.48,1,1,0.695580304,1
15588537,615,Spain,Female,41,109013.23,1,nine,1,0,196499.96,1,1,0.55477482,0
15574692,667,Spain,Female,39,0,2,two,1,0,40721.24,0,0,0,1
15611325,682,Germany,Male,24,57929.81,2,nine,0,0,53134.3,0,0,1.090252624,0
15587562,484,France,Female,29,130114.39,1,four,1,0,164017.89,1,1,0.79329389,0
15613172,628,Germany,Male,27,95826.49,2,five,1,0,155996.96,0,0,0.614284342,0
15651022,480,Germany,Male,44,129608.57,1,ten,1,0,5472.7,1,1,23.68274709,1
15586310,578,France,Male,30,169462.09,1,four,1,0,112187.11,1,1,1.510530844,0
15625524,512,France,Male,40,0,2,five,1,1,146457.83,0,0,0,0
15755209,484,Spain,Female,35,133868.21,1,seven,1,1,27286.1,1,0,4.906095411,0
15645248,510,France,Female,30,0,2,zero,1,1,130553.47,0,0,0,0
15790355,606,Germany,Male,36,190479.48,2,five,0,0,179351.89,1,0,1.062043338,0
15762615,597,Spain,Female,40,101993.12,1,eight,0,1,94774.12,1,0,1.076170583,0
15625426,754,Germany,Female,55,161608.81,1,three,1,0,8080.85,1,1,19.99898649,1
15716334,850,Spain,Female,45,122311.21,1,two,1,1,19482.5,1,0,6.27800385,0
15789669,510,France,Male,65,0,2,two,1,1,48071.61,0,0,0,0
15621075,778,Germany,Female,45,162150.42,2,one,1,0,174531.27,1,0,0.929062282,0
15810845,636,France,Male,42,0,2,two,1,1,55470.78,0,0,0,0
15719377,804,France,Female,50,0,1,four,1,1,8546.87,0,0,0,1
15654506,514,France,Male,32,0,2,eight,1,0,95857.18,0,0,0,0
15771977,730,France,Female,39,99010.67,1,one,1,0,194945.8,0,1,0.507888193,0
15708710,525,Spain,Female,37,0,1,zero,0,1,131521.72,0,0,0,0
15726676,616,Spain,Male,30,0,2,five,0,1,196108.51,0,0,0,0
15587421,687,Germany,Female,34,111388.18,2,seven,1,0,148564.76,1,0,0.749761787,0
15726931,715,France,Female,41,56214.85,2,eight,0,0,92982.61,0,0,0.604573801,1
15771086,512,France,Female,36,84327.77,2,three,1,0,17675.36,0,0,4.770922346,0
15756850,479,France,Male,40,0,2,one,0,0,114996.43,0,0,0,0
15702741,601,France,Male,32,93012.89,1,eight,1,0,86957.42,0,1,1.069637186,0
15679200,580,Spain,Male,29,61710.44,2,nine,1,0,128077.8,0,0,0.481819956,0
15594815,807,France,Male,35,174790.15,1,three,1,1,600.36,1,0,291.1422313,0
15635905,616,Spain,Female,32,0,2,six,1,1,43001.46,0,0,0,0
15777892,721,Germany,Male,37,107720.64,1,three,1,1,158591.12,1,0,0.679235004,0
15656176,501,France,Male,57,0,2,ten,1,1,47847.19,0,0,0,0
15811127,521,France,Male,35,96423.84,1,six,1,0,10488.44,0,1,9.193344291,0
15604482,850,Spain,Male,30,141040.01,1,two,1,1,5978.2,1,0,23.59238734,0
15622911,759,France,Male,42,105420.18,1,four,0,1,121409.06,1,0,0.86830571,0
15600974,516,Spain,Male,50,0,1,five,0,1,146145.93,0,0,0,1
15727868,711,France,Female,38,129022.06,2,two,1,1,14374.86,1,0,8.975535066,1
15627801,512,Spain,Male,33,176666.62,1,three,1,0,94670.77,1,1,1.866115803,0
15773039,550,France,Male,37,0,1,three,1,1,179670.31,0,0,0,0
15755262,608,Spain,Female,41,89763.84,1,three,0,0,199304.74,0,1,0.450384873,1
15679531,618,France,Male,34,134954.53,1,five,1,1,151954.39,1,0,0.888125246,0
15684181,643,France,Male,45,0,1,five,1,0,142513.5,0,1,0,1
15612087,671,France,Male,45,106376.85,1,two,0,1,158264.62,1,0,0.672145486,0
15752047,689,Germany,Male,33,161814.64,2,two,1,0,169381.9,1,0,0.95532427,0
15624592,603,France,Male,31,0,2,eight,1,1,169915.02,0,0,0,0
15573152,620,France,Female,41,0,2,nine,0,0,88852.47,0,0,0,0
15594917,676,France,Female,34,63095.01,1,one,1,1,40645.81,0,0,1.552312772,0
15785542,572,Germany,Male,26,118287.01,2,four,0,0,60427.3,1,0,1.957509437,0
15723488,668,Germany,Male,47,106854.21,1,seven,0,1,157959.02,1,0,0.676467922,1
15680920,695,France,Male,46,49512.55,1,seven,1,0,133007.34,0,1,0.372254268,0
15786308,730,Spain,Female,33,0,2,nine,0,0,176576.62,0,0,0,0
15659366,807,France,Male,43,105799.32,2,one,1,0,34888.04,1,0,3.032538371,1
15774854,592,France,Male,54,0,1,eight,1,1,28737.71,0,0,0,1
15725311,726,France,Female,31,114722.05,2,nine,1,1,98178.57,1,0,1.168503982,0
15787155,514,Spain,Male,30,0,1,seven,0,1,125010.24,0,0,0,0
15727829,567,France,Male,42,0,2,two,1,1,167984.61,0,0,0,0
15733247,850,France,Male,33,0,1,ten,1,0,4861.72,0,1,0,1
15568748,671,Germany,Male,45,99564.22,1,six,1,1,108872.45,0,0,0.914503348,1
15699029,670,France,Male,37,170557.91,2,four,1,0,198252.88,1,0,0.860304829,0
15774393,694,France,Female,30,0,2,nine,1,1,26960.31,0,0,0,0
15676895,547,Germany,Female,39,74596.15,3,six,1,1,85746.52,0,0,0.869961253,1
15637753,751,Germany,Male,50,96888.39,1,two,1,0,77206.25,0,1,1.254929361,1
15605461,594,Germany,Female,29,130830.22,1,three,1,0,61048.53,1,1,2.143052748,0
15808473,673,France,Male,72,0,2,one,0,1,111981.19,0,0,0,0
15627000,610,France,Male,40,0,2,zero,1,0,62232.6,0,0,0,0
15787174,512,France,Female,37,0,2,one,0,1,156105.03,0,0,0,0
15723886,767,Germany,Male,20,119714.25,2,three,0,1,150135.38,1,0,0.797375342,0
15704769,585,France,Female,67,113978.97,2,five,0,1,93146.11,1,0,1.223657864,0
15772896,763,Germany,Male,42,100160.75,1,six,1,0,33462.94,1,1,2.9931844,1
15711540,712,France,Female,29,0,1,two,1,1,144375,0,0,0,0
15764866,539,Germany,Female,43,116220.5,3,three,1,0,55803.96,1,0,2.082656858,1
15794056,668,France,Female,46,0,3,two,1,0,89048.46,0,0,0,1
15795149,703,France,Male,28,81173.83,2,two,0,1,162812.16,0,0,0.498573509,0
15812009,662,Spain,Male,38,0,2,four,1,0,136259.65,0,0,0,0
15651001,725,Germany,Female,39,116803.8,1,five,1,0,124052.97,1,1,0.941563914,0
15813844,703,France,Male,37,105961.68,2,eight,0,1,74158.8,1,0,1.428848363,0
15596175,659,Germany,Male,67,117411.6,1,six,1,1,45071.09,1,0,2.605031296,1
15576269,523,Spain,Male,34,0,2,seven,1,0,62030.06,0,0,0,0
15797219,635,France,Female,40,123497.58,1,ten,1,0,131953.23,1,1,0.935919341,1
15685500,772,Germany,Male,26,152400.51,2,seven,1,0,79414,1,0,1.919063515,0
15599792,545,France,Female,26,0,2,one,1,1,199638.56,0,0,0,0
15657566,634,Germany,Male,24,103097.85,1,eight,1,1,157577.29,1,0,0.654268455,0
15772423,739,Germany,Male,54,126418.14,1,eight,1,0,134420.75,1,1,0.940465962,1
15628112,771,Germany,Female,36,77846.9,1,five,0,0,99805.99,0,1,0.779982244,0
15753754,587,Spain,Female,34,0,2,one,1,1,97932.68,0,0,0,0
15793726,681,France,Female,79,0,2,zero,0,1,170968.99,0,0,0,0
15694717,544,Germany,Male,37,79731.91,1,two,1,1,57558.95,0,0,1.38522176,0
15665834,696,Spain,Male,28,0,1,eight,0,0,176713.47,0,1,0,0
15765297,766,Spain,Male,41,0,2,zero,0,1,34283.23,0,0,0,0
15636684,727,France,Male,34,0,2,ten,1,1,198637.34,0,0,0,0
15592979,671,Germany,Female,34,37266.67,2,six,0,0,156917.12,0,0,0.237492697,0
15750803,693,France,Female,30,127992.25,1,six,1,1,50457.2,1,0,2.536649874,0
15607178,850,Germany,Male,38,54901.01,1,three,1,1,140075.55,0,0,0.391938565,0
15713853,732,Germany,Male,42,108748.08,2,nine,1,1,65323.11,1,0,1.664771931,0
15673481,726,Spain,Female,48,99906.19,1,six,1,0,64323.24,0,1,1.55318964,0
15686776,557,France,Female,32,184686.41,2,six,1,0,14956.44,1,0,12.34828676,0
15673693,682,France,Female,26,110654.02,1,zero,0,1,111879.21,1,0,0.989048993,0
15700696,738,Spain,Male,31,79019.8,1,nine,1,1,18606.23,0,0,4.246953843,0
15813163,531,Spain,Female,36,99240.51,1,nine,1,0,123137.01,0,1,0.805935681,0
15653857,498,France,Male,34,0,2,two,1,1,148528.24,0,0,0,0
15777076,651,France,Male,36,0,2,seven,1,0,13898.31,0,0,0,0
15717398,549,Spain,Female,39,0,1,seven,0,0,81259.25,0,1,0,1
15799217,791,Germany,Female,35,52436.2,1,seven,1,0,161051.75,0,1,0.325586031,0
15787071,650,Spain,Male,41,0,2,nine,0,1,191599.67,0,0,0,0
15619955,733,Germany,Male,34,100337.96,3,three,1,0,48559.19,1,0,2.066302177,1
15796505,811,Germany,Female,34,149297.19,2,one,1,1,186339.74,1,0,0.801209608,0
15725166,707,France,Male,30,0,2,eight,1,0,33159.37,0,0,0,0
15800116,712,Germany,Male,28,145605.44,1,four,0,1,93883.53,1,0,1.550915693,0
15758685,706,Spain,Female,37,0,2,seven,1,1,110899.3,0,0,0,0
15694456,756,France,Male,62,0,1,three,1,1,11199.04,0,0,0,1
15767339,777,France,Female,53,0,2,ten,1,0,189992.97,0,0,0,0
15683562,646,France,Male,35,84026.86,1,six,0,1,164255.69,0,0,0.511561335,0
15782210,714,France,Male,46,0,1,one,1,0,152167.79,0,1,0,1
15668893,782,France,Male,39,0,2,eight,1,1,33949.67,0,0,0,0
15669169,775,Spain,Male,29,0,2,ten,1,1,68143.93,0,0,0,0
15643024,479,Germany,Male,35,138718.92,1,four,1,1,47251.79,1,0,2.935738942,1
15699389,807,France,Male,42,118274.71,1,seven,1,1,25885.72,1,0,4.569110305,0
15708608,799,France,Female,22,174185.98,2,eight,0,1,192633.85,1,0,0.904233498,0
15626144,675,France,Male,40,113208.86,2,seven,1,0,34577.36,1,0,3.274074712,0
15573112,602,Spain,Male,29,103907.28,1,five,1,0,161229.84,1,1,0.644466806,0
15790678,475,France,Female,32,119023.28,1,eight,1,0,100816.29,1,1,1.180595715,0
15727556,744,Spain,Female,26,166297.89,1,five,1,1,181694.44,1,0,0.915261304,0
15697307,588,Spain,Male,34,0,2,ten,1,0,79078.91,0,0,0,0
15652266,703,Germany,Male,42,63227,1,nine,0,1,137316.32,0,0,0.460447819,0
15607098,747,Spain,Female,41,94521.17,2,five,1,0,194926.86,0,0,0.484905826,0
15655774,583,France,Male,27,0,2,seven,1,0,51285.49,0,0,0,0
15590241,750,Spain,Female,34,112822.26,1,nine,0,0,150401.53,1,1,0.750140374,1
15785819,681,France,Male,38,0,2,three,1,1,112491.96,0,0,0,0
15723654,773,France,Male,25,135903.33,1,two,1,0,73656.38,1,1,1.84509923,0
15774510,714,France,Female,31,125169.26,1,four,1,1,106636.89,1,0,1.173789483,0
15684173,687,Spain,Female,44,0,3,seven,1,0,155853.52,0,0,0,1
15650068,511,France,Male,58,149117.31,1,zero,1,1,162599.51,1,0,0.917083391,0
15811490,627,France,Male,33,0,2,five,1,1,103737.82,0,0,0,0
15803976,694,France,Female,31,0,2,ten,1,0,160990.27,0,0,0,0
15682541,616,Spain,Female,36,132311.71,1,six,0,0,15462.84,1,1,8.556753481,0
15695699,687,France,Male,35,0,2,eight,1,0,10334.05,0,0,0,0
15624188,712,France,Female,33,0,2,six,1,1,190686.16,0,0,0,0
15812191,553,France,Male,33,118082.89,1,four,0,0,94440.45,1,1,1.250342306,0
15636673,667,France,Male,31,119266.69,1,one,1,1,28257.63,1,0,4.220689775,0
15594898,731,France,Male,43,0,1,two,1,1,170034.95,0,0,0,1
15660211,629,Germany,Male,35,156847.29,2,seven,1,0,31824.29,1,0,4.928540118,0
15773972,614,France,Male,50,137104.47,1,four,1,0,127166.49,1,1,1.078149362,1
15746726,438,Germany,Male,31,78398.69,1,eight,1,0,44937.01,0,1,1.744635213,0
15712287,652,France,Female,80,0,2,four,1,1,188603.07,0,0,0,0
15702919,729,Germany,Male,30,63669.42,1,six,1,0,145111.37,0,1,0.438762448,0
15674398,642,France,Male,38,0,2,three,0,0,171463.83,0,0,0,0
15797960,806,Germany,Female,59,135296.33,1,zero,1,0,182822.5,1,1,0.740042008,0
15631868,744,Spain,Male,36,153804.44,1,two,1,1,87213.33,1,0,1.763542798,0
15581539,474,Spain,Male,37,0,2,three,0,0,57175.32,0,0,0,0
15662736,559,France,Male,49,147069.78,1,two,1,0,120540.83,1,1,1.220082689,1
15666252,706,Spain,Male,42,0,2,nine,1,1,28714.34,0,0,0,0
15677512,628,Spain,Female,22,0,1,three,1,0,85426.28,0,1,0,0
15626114,429,France,Male,24,95741.75,1,four,1,0,46170.75,0,1,2.073645111,0
15810834,525,Spain,Female,57,145965.33,1,two,1,1,64448.36,1,0,2.26484165,0
15678910,680,France,Female,30,141441.75,1,eight,1,1,16278.97,1,0,8.688617892,0
15694408,749,France,Male,40,139290.41,1,one,1,0,182855.42,1,1,0.761751607,1
15585215,763,France,Female,31,0,2,four,0,0,50404.72,0,0,0,0
15682757,734,France,Male,30,0,2,three,1,0,107640.25,0,0,0,0
15736601,716,France,Male,35,144428.87,1,four,1,0,134132.65,1,1,1.076761475,0
15601848,594,France,Male,35,0,2,two,1,0,103480.69,0,0,0,0
15736008,644,France,Female,46,95441.27,1,nine,1,0,108761.05,0,1,0.877531708,1
15669064,671,Germany,Male,35,144848.74,1,one,1,1,179012.3,1,0,0.809155237,0
15624528,664,Germany,Male,26,116244.14,2,seven,1,1,95145.14,1,0,1.22175594,0
15598493,656,France,Male,50,0,2,seven,0,1,72143.44,0,0,0,0
